Numbr,Serial Number,Item Code,Entry Date,Batch Number,Current Process,Current Code,Latest Movement dt,Current Location,Latest Core Date,Latest Any Key,Latest Core Key
6967,E6967,"Checks D00058 1"" 2 Line Checks",09-07-2025,9,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
6966,E6966,"Checks D00058 1"" 2 Line Checks",09-07-2025,9,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
6968,E6968,"Checks D00058 1"" 2 Line Checks",09-07-2025,9,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
6974,E6974,"Plain D00015 1/4"" Border",09-07-2025,9,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
6971,E6971,"Plain D00015 1/4"" Border",09-07-2025,9,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
6972,E6972,"Plain D00015 1/4"" Border",09-07-2025,9,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
6975,E6975,"Plain D00015 1/4"" Border",09-07-2025,9,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
6973,E6973,"Plain D00015 1/4"" Border",09-07-2025,9,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
6984,E6984,Plain D00043 2 Curve Leaves,09-07-2025,9,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
6983,E6983,Plain D00043 2 Curve Leaves,09-07-2025,9,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
6982,E6982,Plain D00043 2 Curve Leaves,09-07-2025,9,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
6981,E6981,Plain D00043 2 Curve Leaves,09-07-2025,9,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
6915,E6915,Plain D00043 2 Curve Leaves,09-07-2025,9,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
6920,E6920,Plain D00043 2 Curve Leaves,09-07-2025,9,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
6917,E6917,Plain D00043 2 Curve Leaves,09-07-2025,9,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
6916,E6916,Plain D00043 2 Curve Leaves,09-07-2025,9,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
6918,E6918,Plain D00043 2 Curve Leaves,09-07-2025,9,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
6919,E6919,Plain D00043 2 Curve Leaves,09-07-2025,9,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
6977,E6977,Plain D00002 Big Checks,09-07-2025,9,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
6951,E6951,Plain D00002 Big Checks,09-07-2025,9,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
6950,E6950,Plain D00002 Big Checks,09-07-2025,9,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
6952,E6952,Plain D00002 Big Checks,09-07-2025,9,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
6976,E6976,Plain D00002 Big Checks,09-07-2025,9,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
6978,E6978,Plain D00002 Big Checks,09-07-2025,9,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
6938,E6938,Checks D00028 Double Mango,09-07-2025,9,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
6940,E6940,Checks D00028 Double Mango,09-07-2025,9,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
6939,E6939,Checks D00028 Double Mango,09-07-2025,9,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
6944,E6944,Checks D00028 Double Mango,09-07-2025,9,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
6941,E6941,Checks D00028 Double Mango,09-07-2025,9,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
6943,E6943,Checks D00028 Double Mango,09-07-2025,9,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
6942,E6942,Checks D00028 Double Mango,09-07-2025,9,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
6934,E6934,Checks D00061 Flower Star,09-07-2025,9,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
6935,E6935,Checks D00061 Flower Star,09-07-2025,9,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
6933,E6933,Checks D00061 Flower Star,09-07-2025,9,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
6958,E6958,Plain D00041 Small Diamonds,09-07-2025,9,Kora,Kora Plain D00041 Small Diamonds,No Movement,,,,
6914,E6914,Checks D00007 Tennis Checks,09-07-2025,9,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
6962,E6962,Plain D00025 Thene Border,09-07-2025,9,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
6957,E6957,Checks D00023 Leaf Border,09-07-2025,9,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6956,E6956,Checks D00023 Leaf Border,09-07-2025,9,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6953,E6953,Checks D00023 Leaf Border,09-07-2025,9,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6955,E6955,Checks D00023 Leaf Border,09-07-2025,9,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6954,E6954,Checks D00023 Leaf Border,09-07-2025,9,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6945,E6945,"Plain D00067 Balli 1/2"" 2 Line",09-07-2025,9,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
6946,E6946,"Plain D00067 Balli 1/2"" 2 Line",09-07-2025,9,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
6980,E6980,"Plain D00067 Balli 1/2"" 2 Line",09-07-2025,9,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
6979,E6979,"Plain D00067 Balli 1/2"" 2 Line",09-07-2025,9,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
6970,E6970,"Plain D00033 1/2"" Slant Leaf",09-07-2025,9,Kora,"Kora Plain D00033 1/2"" Slant Leaf",No Movement,,,,
6969,E6969,"Plain D00033 1/2"" Slant Leaf",09-07-2025,9,Kora,"Kora Plain D00033 1/2"" Slant Leaf",No Movement,,,,
6959,E6959,"Plain D00033 1/2"" Slant Leaf",09-07-2025,9,Kora,"Kora Plain D00033 1/2"" Slant Leaf",No Movement,,,,
6960,E6960,Plain D00072 Big Mango OS,09-07-2025,9,Kora,Kora Plain D00072 Big Mango OS,No Movement,,,,
6961,E6961,Plain D00072 Big Mango OS,09-07-2025,9,Kora,Kora Plain D00072 Big Mango OS,No Movement,,,,
6937,E6937,Plain D00072 Big Mango OS,09-07-2025,9,Kora,Kora Plain D00072 Big Mango OS,No Movement,,,,
6936,E6936,Plain D00072 Big Mango OS,09-07-2025,9,Kora,Kora Plain D00072 Big Mango OS,No Movement,,,,
7006,E7006,Checks D00007 Tennis Checks,07-11-2025,9,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
7009,E7009,Checks D00007 Tennis Checks,07-11-2025,9,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
7008,E7008,Checks D00007 Tennis Checks,07-11-2025,9,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
7007,E7007,Checks D00007 Tennis Checks,07-11-2025,9,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
7010,E7010,Checks D00007 Tennis Checks,07-11-2025,9,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
7051,E7051,Plain D00025 Thene Border,07-11-2025,9,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
7052,E7052,Plain D00025 Thene Border,07-11-2025,9,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
7053,E7053,Plain D00025 Thene Border,07-11-2025,9,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
7054,E7054,Plain D00025 Thene Border,07-11-2025,9,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
6999,E6999,Checks D00023 Leaf Border,07-11-2025,9,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6996,E6996,Checks D00023 Leaf Border,07-11-2025,9,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6998,E6998,Checks D00023 Leaf Border,07-11-2025,9,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6997,E6997,Checks D00023 Leaf Border,07-11-2025,9,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
7043,E7043,Plain D00050 2 Line warp line,07-11-2025,9,Kora,Kora Plain D00050 2 Line warp line,No Movement,,,,
7044,E7044,Plain D00050 2 Line warp line,07-11-2025,9,Kora,Kora Plain D00050 2 Line warp line,No Movement,,,,
7042,E7042,Plain D00050 2 Line warp line,07-11-2025,9,Kora,Kora Plain D00050 2 Line warp line,No Movement,,,,
7041,E7041,Plain D00050 2 Line warp line,07-11-2025,9,Kora,Kora Plain D00050 2 Line warp line,No Movement,,,,
7040,E7040,Plain D00050 2 Line warp line,07-11-2025,9,Kora,Kora Plain D00050 2 Line warp line,No Movement,,,,
6995,E6995,Checks D00011 2 Line Checks,07-11-2025,9,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
7055,E7055,Plain D00006 4 Link Checks,07-11-2025,9,Kora,Kora Plain D00006 4 Link Checks,No Movement,,,,
7000,E7000,"Plain D00067 Balli 1/2"" 2 Line",07-11-2025,9,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
7001,E7001,"Plain D00067 Balli 1/2"" 2 Line",07-11-2025,9,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
7056,E7056,"Plain D00067 Balli 1/2"" 2 Line",07-11-2025,9,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
7003,E7003,Plain D00014 Kalasa,07-11-2025,9,Kora,Kora Plain D00014 Kalasa,No Movement,,,,
7002,E7002,Plain D00014 Kalasa,07-11-2025,9,Kora,Kora Plain D00014 Kalasa,No Movement,,,,
7005,E7005,Plain D00002 Big Checks,07-11-2025,9,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
7004,E7004,Plain D00002 Big Checks,07-11-2025,9,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
7021,E7021,Plain D00054 Jyothi Border,07-11-2025,9,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
7017,E7017,Plain D00054 Jyothi Border,07-11-2025,9,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
7019,E7019,Plain D00054 Jyothi Border,07-11-2025,9,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
7018,E7018,Plain D00054 Jyothi Border,07-11-2025,9,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
7015,E7015,Plain D00054 Jyothi Border,07-11-2025,9,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
7016,E7016,Plain D00054 Jyothi Border,07-11-2025,9,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
7025,E7025,Plain D00054 Jyothi Border,07-11-2025,9,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
7024,E7024,Plain D00054 Jyothi Border,07-11-2025,10,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
7020,E7020,Plain D00054 Jyothi Border,07-11-2025,10,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
7023,E7023,Plain D00054 Jyothi Border,07-11-2025,10,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
7022,E7022,Plain D00054 Jyothi Border,07-11-2025,10,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
7012,E7012,Checks D00061 Flower Star,07-11-2025,10,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
7011,E7011,Checks D00061 Flower Star,07-11-2025,10,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
7014,E7014,Checks D00061 Flower Star,07-11-2025,10,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
7013,E7013,Checks D00061 Flower Star,07-11-2025,10,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
7045,E7045,"Checks D00058 1"" 2 Line Checks",07-11-2025,10,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
7047,E7047,"Checks D00058 1"" 2 Line Checks",07-11-2025,10,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
7046,E7046,"Checks D00058 1"" 2 Line Checks",07-11-2025,10,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
7048,E7048,"Checks D00058 1"" 2 Line Checks",07-11-2025,10,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
7049,E7049,"Checks D00058 1"" 2 Line Checks",07-11-2025,10,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
7050,E7050,"Checks D00058 1"" 2 Line Checks",07-11-2025,10,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
7033,E7033,Plain D00071 Chain Border,07-11-2025,10,Kora,Kora Plain D00071 Chain Border,No Movement,,,,
7026,E7026,Plain D00071 Chain Border,07-11-2025,10,Kora,Kora Plain D00071 Chain Border,No Movement,,,,
7030,E7030,Plain D00071 Chain Border,07-11-2025,10,Kora,Kora Plain D00071 Chain Border,No Movement,,,,
7032,E7032,Plain D00071 Chain Border,07-11-2025,10,Kora,Kora Plain D00071 Chain Border,No Movement,,,,
7029,E7029,Plain D00071 Chain Border,07-11-2025,10,Kora,Kora Plain D00071 Chain Border,No Movement,,,,
7031,E7031,Plain D00071 Chain Border,07-11-2025,10,Kora,Kora Plain D00071 Chain Border,No Movement,,,,
7028,E7028,Plain D00071 Chain Border,07-11-2025,10,Kora,Kora Plain D00071 Chain Border,No Movement,,,,
7027,E7027,Plain D00071 Chain Border,07-11-2025,10,Kora,Kora Plain D00071 Chain Border,No Movement,,,,
7034,E7034,Plain D00071 Chain Border,07-11-2025,10,Kora,Kora Plain D00071 Chain Border,No Movement,,,,
7038,E7038,Plain D00071 Chain Border,07-11-2025,10,Kora,Kora Plain D00071 Chain Border,No Movement,,,,
7039,E7039,Plain D00071 Chain Border,07-11-2025,10,Kora,Kora Plain D00071 Chain Border,No Movement,,,,
7035,E7035,Plain D00071 Chain Border,07-11-2025,10,Kora,Kora Plain D00071 Chain Border,No Movement,,,,
7036,E7036,Plain D00071 Chain Border,07-11-2025,10,Kora,Kora Plain D00071 Chain Border,No Movement,,,,
7037,E7037,Plain D00071 Chain Border,07-11-2025,10,Kora,Kora Plain D00071 Chain Border,No Movement,,,,
7130,E7130,Plain D00057 Balli 3 Line Checks,07-15-2025,10,Kora,Kora Plain D00057 Balli 3 Line Checks,No Movement,,,,
7124,E7124,Plain D00069 Small Diamonds OS,07-15-2025,10,Kora,Kora Plain D00069 Small Diamonds OS,No Movement,,,,
7125,E7125,Plain D00069 Small Diamonds OS,07-15-2025,10,Kora,Kora Plain D00069 Small Diamonds OS,No Movement,,,,
7126,E7126,Plain D00069 Small Diamonds OS,07-15-2025,10,Kora,Kora Plain D00069 Small Diamonds OS,No Movement,,,,
7127,E7127,Plain D00069 Small Diamonds OS,07-15-2025,10,Kora,Kora Plain D00069 Small Diamonds OS,No Movement,,,,
7128,E7128,Plain D00069 Small Diamonds OS,07-15-2025,10,Kora,Kora Plain D00069 Small Diamonds OS,No Movement,,,,
7129,E7129,Plain D00069 Small Diamonds OS,07-15-2025,10,Kora,Kora Plain D00069 Small Diamonds OS,No Movement,,,,
7118,E7118,Checks D00061 Flower Star,07-15-2025,10,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
7117,E7117,Checks D00061 Flower Star,07-15-2025,10,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
7116,E7116,Checks D00061 Flower Star,07-15-2025,10,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
7119,E7119,Checks D00061 Flower Star,07-15-2025,10,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
7137,E7137,"Plain D00015 1/4"" Border",07-15-2025,10,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
7136,E7136,"Plain D00015 1/4"" Border",07-15-2025,10,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
7138,E7138,"Plain D00015 1/4"" Border",07-15-2025,10,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
7139,E7139,"Plain D00015 1/4"" Border",07-15-2025,10,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
7135,E7135,"Plain D00015 1/4"" Border",07-15-2025,10,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
7091,E7091,Plain D00025 Thene Border,07-15-2025,10,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
7134,E7134,Plain D00025 Thene Border,07-15-2025,10,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
7133,E7133,Plain D00025 Thene Border,07-15-2025,10,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
7132,E7132,Plain D00025 Thene Border,07-15-2025,10,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
7076,E7076,Plain D00043 2 Curve Leaves,07-15-2025,10,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
7077,E7077,Plain D00043 2 Curve Leaves,07-15-2025,10,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
7078,E7078,Plain D00043 2 Curve Leaves,07-15-2025,10,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
7079,E7079,Plain D00043 2 Curve Leaves,07-15-2025,10,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
7080,E7080,Plain D00043 2 Curve Leaves,07-15-2025,10,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
7108,E7108,Plain D00043 2 Curve Leaves,07-15-2025,10,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
7107,E7107,Plain D00043 2 Curve Leaves,07-15-2025,10,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
7109,E7109,Plain D00043 2 Curve Leaves,07-15-2025,10,Kora,Kora Plain D00043 2 Curve Leaves,No Movement,,,,
7131,E7131,Plain D00006 4 Link Checks,07-15-2025,10,Kora,Kora Plain D00006 4 Link Checks,No Movement,,,,
7075,E7075,Checks D00028 Double Mango,07-15-2025,10,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
7073,E7073,Checks D00021 Egyptian,07-15-2025,10,Kora,Kora Checks D00021 Egyptian,No Movement,,,,
7074,E7074,Checks D00021 Egyptian,07-15-2025,10,Kora,Kora Checks D00021 Egyptian,No Movement,,,,
7072,E7072,Checks D00021 Egyptian,07-15-2025,10,Kora,Kora Checks D00021 Egyptian,No Movement,,,,
7149,E7149,Plain D00045 Box Chain OS,07-15-2025,10,Kora,Kora Plain D00045 Box Chain OS,No Movement,,,,
7146,E7146,Plain D00045 Box Chain OS,07-15-2025,10,Kora,Kora Plain D00045 Box Chain OS,No Movement,,,,
7147,E7147,Plain D00045 Box Chain OS,07-15-2025,10,Kora,Kora Plain D00045 Box Chain OS,No Movement,,,,
7144,E7144,Plain D00045 Box Chain OS,07-15-2025,10,Kora,Kora Plain D00045 Box Chain OS,No Movement,,,,
7148,E7148,Plain D00045 Box Chain OS,07-15-2025,10,Kora,Kora Plain D00045 Box Chain OS,No Movement,,,,
7145,E7145,Plain D00045 Box Chain OS,07-15-2025,10,Kora,Kora Plain D00045 Box Chain OS,No Movement,,,,
7142,E7142,Plain D00002 Big Checks,07-15-2025,10,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
7143,E7143,Plain D00002 Big Checks,07-15-2025,10,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
7140,E7140,Plain D00002 Big Checks,07-15-2025,10,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
7106,E7106,Plain D00002 Big Checks,07-15-2025,10,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
7141,E7141,Plain D00002 Big Checks,07-15-2025,10,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
7081,E7081,Plain D00002 Big Checks,07-15-2025,10,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
7083,E7083,Plain D00002 Big Checks,07-15-2025,10,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
7082,E7082,Plain D00002 Big Checks,07-15-2025,10,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
7095,E7095,Plain D00002 Big Checks,07-15-2025,10,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
7096,E7096,Plain D00002 Big Checks,07-15-2025,10,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
7094,E7094,Plain D00002 Big Checks,07-15-2025,10,Kora,Kora Plain D00002 Big Checks,No Movement,,,,
7103,E7103,Plain D00039 Flower Border,07-15-2025,10,Kora,Kora Plain D00039 Flower Border,No Movement,,,,
7088,E7088,Plain D00039 Flower Border,07-15-2025,10,Kora,Kora Plain D00039 Flower Border,No Movement,,,,
7087,E7087,Plain D00039 Flower Border,07-15-2025,10,Kora,Kora Plain D00039 Flower Border,No Movement,,,,
7084,E7084,Plain D00039 Flower Border,07-15-2025,10,Kora,Kora Plain D00039 Flower Border,No Movement,,,,
7085,E7085,Plain D00039 Flower Border,07-15-2025,10,Kora,Kora Plain D00039 Flower Border,No Movement,,,,
7086,E7086,Plain D00039 Flower Border,07-15-2025,10,Kora,Kora Plain D00039 Flower Border,No Movement,,,,
7090,E7090,Plain D00039 Flower Border,07-15-2025,10,Kora,Kora Plain D00039 Flower Border,No Movement,,,,
7089,E7089,Plain D00039 Flower Border,07-15-2025,10,Kora,Kora Plain D00039 Flower Border,No Movement,,,,
7099,E7099,Plain D00072 Big Mango OS,07-15-2025,10,Kora,Kora Plain D00072 Big Mango OS,No Movement,,,,
7100,E7100,Plain D00072 Big Mango OS,07-15-2025,10,Kora,Kora Plain D00072 Big Mango OS,No Movement,,,,
7097,E7097,Plain D00072 Big Mango OS,07-15-2025,10,Kora,Kora Plain D00072 Big Mango OS,No Movement,,,,
7098,E7098,Plain D00072 Big Mango OS,07-15-2025,10,Kora,Kora Plain D00072 Big Mango OS,No Movement,,,,
7104,E7104,"Plain D00067 Balli 1/2"" 2 Line",07-15-2025,10,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
7105,E7105,"Plain D00067 Balli 1/2"" 2 Line",07-15-2025,10,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
7092,E7092,"Plain D00067 Balli 1/2"" 2 Line",07-15-2025,10,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
7101,E7101,"Plain D00067 Balli 1/2"" 2 Line",07-15-2025,10,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
7102,E7102,"Plain D00067 Balli 1/2"" 2 Line",07-15-2025,10,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
7093,E7093,"Plain D00067 Balli 1/2"" 2 Line",07-15-2025,10,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
7123,E7123,Checks D00011 2 Line Checks,07-15-2025,10,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
7122,E7122,Checks D00011 2 Line Checks,07-15-2025,10,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
7121,E7121,Checks D00011 2 Line Checks,07-15-2025,10,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
7066,E7066,Checks D00011 2 Line Checks,07-15-2025,10,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
7064,E7064,Checks D00011 2 Line Checks,07-15-2025,10,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
7063,E7063,Checks D00011 2 Line Checks,07-15-2025,10,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
7065,E7065,Checks D00011 2 Line Checks,07-15-2025,10,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
7120,E7120,Checks D00011 2 Line Checks,07-15-2025,10,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
7114,E7114,"Checks D00058 1"" 2 Line Checks",07-15-2025,10,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
7110,E7110,"Checks D00058 1"" 2 Line Checks",07-15-2025,10,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
7115,E7115,"Checks D00058 1"" 2 Line Checks",07-15-2025,10,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
7112,E7112,"Checks D00058 1"" 2 Line Checks",07-15-2025,10,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
7111,E7111,"Checks D00058 1"" 2 Line Checks",07-15-2025,10,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
7113,E7113,"Checks D00058 1"" 2 Line Checks",07-15-2025,10,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
7071,E7071,Checks D00007 Tennis Checks,07-15-2025,10,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
7067,E7067,Checks D00007 Tennis Checks,07-15-2025,10,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
7070,E7070,Checks D00007 Tennis Checks,07-15-2025,10,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
7068,E7068,Checks D00007 Tennis Checks,07-15-2025,10,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
7069,E7069,Checks D00007 Tennis Checks,07-15-2025,10,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
6948,E6948,Plain D00045 Box Chain OS,07-15-2025,10,Kora,Kora Plain D00045 Box Chain OS,No Movement,,,,
6949,E6949,Plain D00045 Box Chain OS,07-15-2025,10,Kora,Kora Plain D00045 Box Chain OS,No Movement,,,,
6947,E6947,Plain D00045 Box Chain OS,07-15-2025,10,Kora,Kora Plain D00045 Box Chain OS,No Movement,,,,
7168,E7168,Plain D00057 Balli 3 Line Checks,07-16-2025,10,Kora,Kora Plain D00057 Balli 3 Line Checks,No Movement,,,,
7166,E7166,Plain D00057 Balli 3 Line Checks,07-16-2025,10,Kora,Kora Plain D00057 Balli 3 Line Checks,No Movement,,,,
7170,E7170,Plain D00057 Balli 3 Line Checks,07-16-2025,10,Kora,Kora Plain D00057 Balli 3 Line Checks,No Movement,,,,
7152,E7152,"Plain D00015 1/4"" Border",07-16-2025,10,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
7156,E7156,"Plain D00015 1/4"" Border",07-16-2025,10,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
7153,E7153,"Plain D00015 1/4"" Border",07-16-2025,10,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
7154,E7154,"Plain D00015 1/4"" Border",07-16-2025,10,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
7155,E7155,"Plain D00015 1/4"" Border",07-16-2025,10,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
7151,E7151,"Plain D00015 1/4"" Border",07-16-2025,10,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
7159,E7159,Checks D00021 Egyptian,07-16-2025,10,Kora,Kora Checks D00021 Egyptian,No Movement,,,,
7160,E7160,Checks D00021 Egyptian,07-16-2025,10,Kora,Kora Checks D00021 Egyptian,No Movement,,,,
7158,E7158,Checks D00021 Egyptian,07-16-2025,10,Kora,Kora Checks D00021 Egyptian,No Movement,,,,
7157,E7157,Checks D00021 Egyptian,07-16-2025,10,Kora,Kora Checks D00021 Egyptian,No Movement,,,,
7167,E7167,"Pallu Chx D00064 1/2"" Slant Leaf",07-16-2025,10,Kora,"Kora Pallu Chx D00064 1/2"" Slant Leaf",No Movement,,,,
7171,E7171,"Pallu Chx D00064 1/2"" Slant Leaf",07-16-2025,10,Kora,"Kora Pallu Chx D00064 1/2"" Slant Leaf",No Movement,,,,
