Numbr,Serial Number,Item Code,Entry Date,Batch Number,Current Process,Current Code,Latest Movement dt,Current Location,Latest Core Date,Latest Any Key,Latest Core Key
6421,E6421,Checks D00001 Big Checks,13/6/2025,7,Kora,Kora Checks D00001 Big Checks,No Movement,,,,
6420,E6420,Checks D00001 Big Checks,13/6/2025,7,Kora,Kora Checks D00001 Big Checks,No Movement,,,,
6422,E6422,Checks D00001 Big Checks,13/6/2025,7,Kora,Kora Checks D00001 Big Checks,No Movement,,,,
6441,E6441,Checks D00061 Flower Star,13/6/2025,7,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
6423,E6423,Plain D00014 Kalasa,13/6/2025,7,Kora,Kora Plain D00014 Kalasa,No Movement,,,,
6424,E6424,Plain D00014 Kalasa,13/6/2025,7,Kora,Kora Plain D00014 Kalasa,No Movement,,,,
6425,E6425,Plain D00014 Kalasa,13/6/2025,7,Kora,Kora Plain D00014 Kalasa,No Movement,,,,
6435,E6435,Pallu Chx D00065 Small Pyramids,13/6/2025,7,Kora,Kora Pallu Chx D00065 Small Pyramids,No Movement,,,,
6436,E6436,Pallu Chx D00065 Small Pyramids,13/6/2025,7,Kora,Kora Pallu Chx D00065 Small Pyramids,No Movement,,,,
6434,E6434,Pallu Chx D00065 Small Pyramids,13/6/2025,7,Kora,Kora Pallu Chx D00065 Small Pyramids,No Movement,,,,
6433,E6433,Pallu Chx D00065 Small Pyramids,13/6/2025,7,Kora,Kora Pallu Chx D00065 Small Pyramids,No Movement,,,,
6426,E6426,Plain D00027 Diamond Checks,13/6/2025,7,Kora,Kora Plain D00027 Diamond Checks,No Movement,,,,
6427,E6427,Plain D00027 Diamond Checks,13/6/2025,7,Kora,Kora Plain D00027 Diamond Checks,No Movement,,,,
6429,E6429,Plain D00027 Diamond Checks,13/6/2025,7,Kora,Kora Plain D00027 Diamond Checks,No Movement,,,,
6431,E6431,Plain D00027 Diamond Checks,13/6/2025,7,Kora,Kora Plain D00027 Diamond Checks,No Movement,,,,
6428,E6428,Plain D00027 Diamond Checks,13/6/2025,7,Kora,Kora Plain D00027 Diamond Checks,No Movement,,,,
6430,E6430,Plain D00027 Diamond Checks,13/6/2025,7,Kora,Kora Plain D00027 Diamond Checks,No Movement,,,,
6432,E6432,Pallu Chx D00065 Small Pyramids,13/6/2025,7,Kora,Kora Pallu Chx D00065 Small Pyramids,No Movement,,,,
6412,E6412,Pallu Chx D00066 Flower Border,13/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6410,E6410,Pallu Chx D00066 Flower Border,13/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6414,E6414,Pallu Chx D00066 Flower Border,13/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6409,E6409,Pallu Chx D00066 Flower Border,13/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6411,E6411,Pallu Chx D00066 Flower Border,13/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6413,E6413,Pallu Chx D00066 Flower Border,13/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6439,E6439,Checks D00011 2 Line Checks,13/6/2025,7,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
6438,E6438,Checks D00011 2 Line Checks,13/6/2025,7,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
6437,E6437,Checks D00011 2 Line Checks,13/6/2025,7,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
6440,E6440,Checks D00011 2 Line Checks,13/6/2025,7,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
6453,E6453,Checks D00011 2 Line Checks,19/6/2025,7,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
6455,E6455,Checks D00011 2 Line Checks,19/6/2025,7,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
6456,E6456,Checks D00011 2 Line Checks,19/6/2025,7,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
6454,E6454,Checks D00011 2 Line Checks,19/6/2025,7,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
6558,E6558,Checks D00011 2 Line Checks,19/6/2025,7,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
6557,E6557,Checks D00011 2 Line Checks,19/6/2025,7,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
6503,E6503,Pallu Chx D00066 Flower Border,19/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6504,E6504,Pallu Chx D00066 Flower Border,19/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6508,E6508,Pallu Chx D00066 Flower Border,19/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6505,E6505,Pallu Chx D00066 Flower Border,19/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6506,E6506,Pallu Chx D00066 Flower Border,19/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6507,E6507,Pallu Chx D00066 Flower Border,19/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6485,E6485,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6490,E6490,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6498,E6498,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6496,E6496,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6488,E6488,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6483,E6483,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6497,E6497,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6491,E6491,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6493,E6493,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6489,E6489,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6487,E6487,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6492,E6492,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6484,E6484,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6486,E6486,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6494,E6494,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6495,E6495,Plain D00054 Jyothi Border,19/6/2025,7,Kora,Kora Plain D00054 Jyothi Border,No Movement,,,,
6479,E6479,Plain D00025 Thene Border,19/6/2025,7,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
6481,E6481,Plain D00025 Thene Border,19/6/2025,7,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
6482,E6482,Plain D00025 Thene Border,19/6/2025,7,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
6480,E6480,Plain D00025 Thene Border,19/6/2025,7,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
6515,E6515,Checks D00034 Geo Star,19/6/2025,7,Kora,Kora Checks D00034 Geo Star,No Movement,,,,
6510,E6510,Checks D00034 Geo Star,19/6/2025,7,Kora,Kora Checks D00034 Geo Star,No Movement,,,,
6509,E6509,Checks D00034 Geo Star,19/6/2025,7,Kora,Kora Checks D00034 Geo Star,No Movement,,,,
6513,E6513,Checks D00034 Geo Star,19/6/2025,7,Kora,Kora Checks D00034 Geo Star,No Movement,,,,
6514,E6514,Checks D00034 Geo Star,19/6/2025,7,Kora,Kora Checks D00034 Geo Star,No Movement,,,,
6512,E6512,Checks D00034 Geo Star,19/6/2025,7,Kora,Kora Checks D00034 Geo Star,No Movement,,,,
6457,E6457,Plain D00013 Thorana,19/6/2025,7,Kora,Kora Plain D00013 Thorana,No Movement,,,,
6459,E6459,Plain D00013 Thorana,19/6/2025,7,Kora,Kora Plain D00013 Thorana,No Movement,,,,
6460,E6460,Plain D00013 Thorana,19/6/2025,7,Kora,Kora Plain D00013 Thorana,No Movement,,,,
6458,E6458,Plain D00013 Thorana,19/6/2025,7,Kora,Kora Plain D00013 Thorana,No Movement,,,,
6531,E6531,"Plain D00015 1/4"" Border",19/6/2025,7,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
6533,E6533,"Plain D00015 1/4"" Border",19/6/2025,7,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
6534,E6534,"Plain D00015 1/4"" Border",19/6/2025,7,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
6532,E6532,"Plain D00015 1/4"" Border",19/6/2025,7,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
6530,E6530,"Plain D00015 1/4"" Border",19/6/2025,7,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
6555,E6555,Checks D00001 Big Checks,19/6/2025,7,Kora,Kora Checks D00001 Big Checks,No Movement,,,,
6556,E6556,Checks D00001 Big Checks,19/6/2025,7,Kora,Kora Checks D00001 Big Checks,No Movement,,,,
6472,E6472,Plain D00057 Balli 3 Line Checks,19/6/2025,7,Kora,Kora Plain D00057 Balli 3 Line Checks,No Movement,,,,
6473,E6473,Plain D00057 Balli 3 Line Checks,19/6/2025,7,Kora,Kora Plain D00057 Balli 3 Line Checks,No Movement,,,,
6467,E6467,"Checks D00058 1"" 2 Line Checks",19/6/2025,7,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
6471,E6471,"Checks D00058 1"" 2 Line Checks",19/6/2025,7,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
6468,E6468,"Checks D00058 1"" 2 Line Checks",19/6/2025,7,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
6469,E6469,"Checks D00058 1"" 2 Line Checks",19/6/2025,7,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
6470,E6470,"Checks D00058 1"" 2 Line Checks",19/6/2025,7,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
6466,E6466,"Checks D00058 1"" 2 Line Checks",19/6/2025,7,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
6452,E6452,Checks D00042 2 Curve Leaves,19/6/2025,7,Kora,Kora Checks D00042 2 Curve Leaves,No Movement,,,,
6450,E6450,Checks D00042 2 Curve Leaves,19/6/2025,7,Kora,Kora Checks D00042 2 Curve Leaves,No Movement,,,,
6451,E6451,Checks D00042 2 Curve Leaves,19/6/2025,7,Kora,Kora Checks D00042 2 Curve Leaves,No Movement,,,,
6448,E6448,Checks D00042 2 Curve Leaves,19/6/2025,7,Kora,Kora Checks D00042 2 Curve Leaves,No Movement,,,,
6449,E6449,Checks D00042 2 Curve Leaves,19/6/2025,7,Kora,Kora Checks D00042 2 Curve Leaves,No Movement,,,,
6447,E6447,Checks D00042 2 Curve Leaves,19/6/2025,7,Kora,Kora Checks D00042 2 Curve Leaves,No Movement,,,,
6462,E6462,Checks D00023 Leaf Border,19/6/2025,7,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6465,E6465,Checks D00023 Leaf Border,19/6/2025,7,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6464,E6464,Checks D00023 Leaf Border,19/6/2025,7,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6463,E6463,Checks D00023 Leaf Border,19/6/2025,7,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6461,E6461,Checks D00023 Leaf Border,19/6/2025,7,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6500,E6500,Checks D00023 Leaf Border,19/6/2025,7,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6501,E6501,Checks D00023 Leaf Border,19/6/2025,7,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6499,E6499,Checks D00023 Leaf Border,19/6/2025,7,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6502,E6502,Checks D00023 Leaf Border,19/6/2025,7,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6550,E6550,Pallu Chx D00065 Small Pyramids,19/6/2025,7,Kora,Kora Pallu Chx D00065 Small Pyramids,No Movement,,,,
6552,E6552,Pallu Chx D00065 Small Pyramids,19/6/2025,7,Kora,Kora Pallu Chx D00065 Small Pyramids,No Movement,,,,
6549,E6549,Pallu Chx D00065 Small Pyramids,19/6/2025,7,Kora,Kora Pallu Chx D00065 Small Pyramids,No Movement,,,,
6548,E6548,Pallu Chx D00065 Small Pyramids,19/6/2025,7,Kora,Kora Pallu Chx D00065 Small Pyramids,No Movement,,,,
6551,E6551,Pallu Chx D00065 Small Pyramids,19/6/2025,7,Kora,Kora Pallu Chx D00065 Small Pyramids,No Movement,,,,
6478,E6478,Checks D00028 Double Mango,19/6/2025,7,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
6477,E6477,Checks D00028 Double Mango,19/6/2025,7,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
6474,E6474,Checks D00028 Double Mango,19/6/2025,7,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
6475,E6475,Checks D00028 Double Mango,19/6/2025,7,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
6476,E6476,Checks D00028 Double Mango,19/6/2025,7,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
6527,E6527,Checks D00028 Double Mango,19/6/2025,7,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
6615,E6615,"Pallu Chx D00064 1/2"" Slant Leaf",20/6/2025,7,Kora,"Kora Pallu Chx D00064 1/2"" Slant Leaf",No Movement,,,,
6619,E6619,"Pallu Chx D00064 1/2"" Slant Leaf",20/6/2025,7,Kora,"Kora Pallu Chx D00064 1/2"" Slant Leaf",No Movement,,,,
6620,E6620,"Pallu Chx D00064 1/2"" Slant Leaf",20/6/2025,7,Kora,"Kora Pallu Chx D00064 1/2"" Slant Leaf",No Movement,,,,
6616,E6616,"Pallu Chx D00064 1/2"" Slant Leaf",20/6/2025,7,Kora,"Kora Pallu Chx D00064 1/2"" Slant Leaf",No Movement,,,,
6618,E6618,"Pallu Chx D00064 1/2"" Slant Leaf",20/6/2025,7,Kora,"Kora Pallu Chx D00064 1/2"" Slant Leaf",No Movement,,,,
6617,E6617,"Pallu Chx D00064 1/2"" Slant Leaf",20/6/2025,7,Kora,"Kora Pallu Chx D00064 1/2"" Slant Leaf",No Movement,,,,
6521,E6521,"Pallu Chx D00064 1/2"" Slant Leaf",20/6/2025,7,Kora,"Kora Pallu Chx D00064 1/2"" Slant Leaf",No Movement,,,,
6516,E6516,"Pallu Chx D00064 1/2"" Slant Leaf",20/6/2025,7,Kora,"Kora Pallu Chx D00064 1/2"" Slant Leaf",No Movement,,,,
6520,E6520,"Pallu Chx D00064 1/2"" Slant Leaf",20/6/2025,7,Kora,"Kora Pallu Chx D00064 1/2"" Slant Leaf",No Movement,,,,
6517,E6517,"Pallu Chx D00064 1/2"" Slant Leaf",20/6/2025,7,Kora,"Kora Pallu Chx D00064 1/2"" Slant Leaf",No Movement,,,,
6519,E6519,"Pallu Chx D00064 1/2"" Slant Leaf",20/6/2025,7,Kora,"Kora Pallu Chx D00064 1/2"" Slant Leaf",No Movement,,,,
6518,E6518,"Pallu Chx D00064 1/2"" Slant Leaf",20/6/2025,7,Kora,"Kora Pallu Chx D00064 1/2"" Slant Leaf",No Movement,,,,
6572,E6572,Plain D00041 Small Diamonds,20/6/2025,7,Kora,Kora Plain D00041 Small Diamonds,No Movement,,,,
6571,E6571,Plain D00041 Small Diamonds,20/6/2025,7,Kora,Kora Plain D00041 Small Diamonds,No Movement,,,,
6573,E6573,Plain D00041 Small Diamonds,20/6/2025,7,Kora,Kora Plain D00041 Small Diamonds,No Movement,,,,
6570,E6570,Plain D00041 Small Diamonds,20/6/2025,7,Kora,Kora Plain D00041 Small Diamonds,No Movement,,,,
6569,E6569,Plain D00041 Small Diamonds,20/6/2025,7,Kora,Kora Plain D00041 Small Diamonds,No Movement,,,,
6511,E6511,Checks D00034 Geo Star,20/6/2025,7,Kora,Kora Checks D00034 Geo Star,No Movement,,,,
6559,E6559,Checks D00011 2 Line Checks,20/6/2025,7,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
6560,E6560,Checks D00011 2 Line Checks,20/6/2025,7,Kora,Kora Checks D00011 2 Line Checks,No Movement,,,,
6591,E6591,"Checks D00058 1"" 2 Line Checks",20/6/2025,7,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
6593,E6593,"Checks D00058 1"" 2 Line Checks",20/6/2025,7,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
6594,E6594,"Checks D00058 1"" 2 Line Checks",20/6/2025,7,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
6592,E6592,"Checks D00058 1"" 2 Line Checks",20/6/2025,7,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
6589,E6589,"Checks D00058 1"" 2 Line Checks",20/6/2025,7,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
6590,E6590,"Checks D00058 1"" 2 Line Checks",20/6/2025,7,Kora,"Kora Checks D00058 1"" 2 Line Checks",No Movement,,,,
6612,E6612,Plain D00025 Thene Border,20/6/2025,7,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
6614,E6614,Plain D00025 Thene Border,20/6/2025,7,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
6613,E6613,Plain D00025 Thene Border,20/6/2025,7,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
6611,E6611,Plain D00025 Thene Border,20/6/2025,7,Kora,Kora Plain D00025 Thene Border,No Movement,,,,
6595,E6595,Pallu Chx D00063 Gundu,20/6/2025,7,Kora,Kora Pallu Chx D00063 Gundu,No Movement,,,,
6596,E6596,Pallu Chx D00063 Gundu,20/6/2025,7,Kora,Kora Pallu Chx D00063 Gundu,No Movement,,,,
6599,E6599,Pallu Chx D00063 Gundu,20/6/2025,7,Kora,Kora Pallu Chx D00063 Gundu,No Movement,,,,
6597,E6597,Pallu Chx D00063 Gundu,20/6/2025,7,Kora,Kora Pallu Chx D00063 Gundu,No Movement,,,,
6598,E6598,Pallu Chx D00063 Gundu,20/6/2025,7,Kora,Kora Pallu Chx D00063 Gundu,No Movement,,,,
6522,E6522,Checks D00026 Diamond Checks,20/6/2025,7,Kora,Kora Checks D00026 Diamond Checks,No Movement,,,,
6525,E6525,Checks D00026 Diamond Checks,20/6/2025,7,Kora,Kora Checks D00026 Diamond Checks,No Movement,,,,
6526,E6526,Checks D00026 Diamond Checks,20/6/2025,7,Kora,Kora Checks D00026 Diamond Checks,No Movement,,,,
6523,E6523,Checks D00026 Diamond Checks,20/6/2025,7,Kora,Kora Checks D00026 Diamond Checks,No Movement,,,,
6524,E6524,Checks D00026 Diamond Checks,20/6/2025,7,Kora,Kora Checks D00026 Diamond Checks,No Movement,,,,
6610,E6610,Checks D00007 Tennis Checks,20/6/2025,7,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
6609,E6609,Checks D00007 Tennis Checks,20/6/2025,7,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
6607,E6607,Checks D00007 Tennis Checks,20/6/2025,7,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
6608,E6608,Checks D00007 Tennis Checks,20/6/2025,7,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
6606,E6606,Checks D00007 Tennis Checks,20/6/2025,7,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
6578,E6578,Checks D00007 Tennis Checks,20/6/2025,7,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
6577,E6577,Checks D00007 Tennis Checks,20/6/2025,7,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
6580,E6580,Checks D00007 Tennis Checks,20/6/2025,7,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
6574,E6574,Checks D00007 Tennis Checks,20/6/2025,7,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
6579,E6579,Checks D00007 Tennis Checks,20/6/2025,7,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
6581,E6581,Checks D00007 Tennis Checks,20/6/2025,7,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
6575,E6575,Checks D00007 Tennis Checks,20/6/2025,7,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
6576,E6576,Checks D00007 Tennis Checks,20/6/2025,7,Kora,Kora Checks D00007 Tennis Checks,No Movement,,,,
6622,E6622,Checks D00023 Leaf Border,20/6/2025,7,Kora,Kora Checks D00023 Leaf Border,No Movement,,,,
6528,E6528,Checks D00028 Double Mango,20/6/2025,7,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
6529,E6529,Checks D00028 Double Mango,20/6/2025,7,Kora,Kora Checks D00028 Double Mango,No Movement,,,,
6561,E6561,Checks D00061 Flower Star,20/6/2025,7,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
6563,E6563,Checks D00061 Flower Star,20/6/2025,7,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
6562,E6562,Checks D00061 Flower Star,20/6/2025,7,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
6564,E6564,Checks D00061 Flower Star,20/6/2025,7,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
6632,E6632,Pallu Chx D00066 Flower Border,20/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6628,E6628,Pallu Chx D00066 Flower Border,20/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6629,E6629,Pallu Chx D00066 Flower Border,20/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6630,E6630,Pallu Chx D00066 Flower Border,20/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6631,E6631,Pallu Chx D00066 Flower Border,20/6/2025,7,Kora,Kora Pallu Chx D00066 Flower Border,No Movement,,,,
6584,E6584,Plain D00047 Sun Flower,20/6/2025,7,Kora,Kora Plain D00047 Sun Flower,No Movement,,,,
6582,E6582,Plain D00047 Sun Flower,20/6/2025,7,Kora,Kora Plain D00047 Sun Flower,No Movement,,,,
6588,E6588,Plain D00047 Sun Flower,20/6/2025,7,Kora,Kora Plain D00047 Sun Flower,No Movement,,,,
6587,E6587,Plain D00047 Sun Flower,20/6/2025,7,Kora,Kora Plain D00047 Sun Flower,No Movement,,,,
6586,E6586,Plain D00047 Sun Flower,20/6/2025,7,Kora,Kora Plain D00047 Sun Flower,No Movement,,,,
6583,E6583,Plain D00047 Sun Flower,20/6/2025,7,Kora,Kora Plain D00047 Sun Flower,No Movement,,,,
6585,E6585,Plain D00047 Sun Flower,20/6/2025,7,Kora,Kora Plain D00047 Sun Flower,No Movement,,,,
6442,E6442,"Plain D00067 Balli 1/2"" 2 Line",20/6/2025,7,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
6443,E6443,"Plain D00067 Balli 1/2"" 2 Line",20/6/2025,7,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
6444,E6444,"Plain D00067 Balli 1/2"" 2 Line",20/6/2025,7,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
6445,E6445,"Plain D00067 Balli 1/2"" 2 Line",20/6/2025,7,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
6446,E6446,"Plain D00067 Balli 1/2"" 2 Line",20/6/2025,7,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
6602,E6602,"Plain D00067 Balli 1/2"" 2 Line",20/6/2025,7,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
6600,E6600,"Plain D00067 Balli 1/2"" 2 Line",20/6/2025,7,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
6601,E6601,"Plain D00067 Balli 1/2"" 2 Line",20/6/2025,7,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
6603,E6603,"Plain D00067 Balli 1/2"" 2 Line",20/6/2025,7,Kora,"Kora Plain D00067 Balli 1/2"" 2 Line",No Movement,,,,
6623,E6623,"Plain D00015 1/4"" Border",20/6/2025,7,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
6624,E6624,"Plain D00015 1/4"" Border",20/6/2025,7,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
6626,E6626,"Plain D00015 1/4"" Border",20/6/2025,7,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
6625,E6625,"Plain D00015 1/4"" Border",20/6/2025,7,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
6627,E6627,"Plain D00015 1/4"" Border",20/6/2025,7,Kora,"Kora Plain D00015 1/4"" Border",No Movement,,,,
6621,E6621,Checks D00001 Big Checks,20/6/2025,7,Kora,Kora Checks D00001 Big Checks,No Movement,,,,
6566,E6566,Checks D00001 Big Checks,20/6/2025,7,Kora,Kora Checks D00001 Big Checks,No Movement,,,,
6565,E6565,Checks D00001 Big Checks,20/6/2025,7,Kora,Kora Checks D00001 Big Checks,No Movement,,,,
6553,E6553,Checks D00001 Big Checks,20/6/2025,7,Kora,Kora Checks D00001 Big Checks,No Movement,,,,
6567,E6567,Checks D00001 Big Checks,20/6/2025,7,Kora,Kora Checks D00001 Big Checks,No Movement,,,,
6554,E6554,Checks D00001 Big Checks,20/6/2025,7,Kora,Kora Checks D00001 Big Checks,No Movement,,,,
6568,E6568,Checks D00001 Big Checks,20/6/2025,7,Kora,Kora Checks D00001 Big Checks,No Movement,,,,
6604,E6604,Plain D00069 Small Diamonds OS,20/6/2025,7,Kora,Kora Plain D00069 Small Diamonds OS,No Movement,,,,
6605,E6605,Plain D00069 Small Diamonds OS,20/6/2025,7,Kora,Kora Plain D00069 Small Diamonds OS,No Movement,,,,
6646,E6646,Plain D00013 Thorana,20/6/2025,7,Kora,Kora Plain D00013 Thorana,No Movement,,,,
6648,E6648,Plain D00013 Thorana,20/6/2025,7,Kora,Kora Plain D00013 Thorana,No Movement,,,,
6645,E6645,Plain D00013 Thorana,20/6/2025,7,Kora,Kora Plain D00013 Thorana,No Movement,,,,
6647,E6647,Plain D00013 Thorana,20/6/2025,7,Kora,Kora Plain D00013 Thorana,No Movement,,,,
6652,E6652,Checks D00061 Flower Star,21/6/2025,8,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
6654,E6654,Checks D00061 Flower Star,21/6/2025,8,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
6653,E6653,Checks D00061 Flower Star,21/6/2025,8,Kora,Kora Checks D00061 Flower Star,No Movement,,,,
6667,E6667,Checks D00001 Big Checks,21/6/2025,8,Kora,Kora Checks D00001 Big Checks,No Movement,,,,
6666,E6666,Checks D00001 Big Checks,21/6/2025,8,Kora,Kora Checks D00001 Big Checks,No Movement,,,,
6651,E6651,Checks D00026 Diamond Checks,21/6/2025,8,Kora,Kora Checks D00026 Diamond Checks,No Movement,,,,
6649,E6649,Checks D00026 Diamond Checks,21/6/2025,8,Kora,Kora Checks D00026 Diamond Checks,No Movement,,,,
